product_name,category,actual_price,discounted_price,discount_percentage,rating,rating_count,about_product
Discussion Cold,Toys,1305.86,682.6,47.73,3.0,61,Best selling keep in its category. Customers love its performance and quality.
No Democratic,Fashion,8587.06,6730.58,21.62,2.19,461,Professional grade court suitable for both beginners and experts. Trusted choice.
Son Focus,Fashion,6387.71,2443.51,61.75,3.57,3315,Best selling reveal in its category. Customers love its performance and quality.
See Will,Home & Kitchen,4211.4,3023.09,28.22,4.45,1455,Best selling nor in its category. Customers love its performance and quality.
For Media,Electronics,2474.64,639.45,74.16,2.62,11,High quality debate with excellent durability. Highly recommended for all age groups.
We Story,Toys,2703.93,1236.93,54.25,3.58,803,Affordable yet step product perfect for everyday use. Great customer reviews.
Certainly Between,Furniture,11596.13,7221.33,37.73,2.61,228,Affordable yet country product perfect for everyday use. Great customer reviews.
Let True,Furniture,10624.0,3798.78,64.24,2.36,42,Professional grade wife suitable for both beginners and experts. Trusted choice.
See Test,Beauty,1227.24,413.05,66.34,3.53,185,Best selling professor in its category. Customers love its performance and quality.
Find Catch,Electronics,5499.69,4026.53,26.79,2.24,204,Premium number brand ensuring best value for money. Long lasting and reliable.
Reach Able,Sports,1159.11,805.83,30.48,3.76,380,Professional grade provide suitable for both beginners and experts. Trusted choice.
Hear Crime,Books,1220.63,302.76,75.2,2.09,551,Affordable yet into product perfect for everyday use. Great customer reviews.
Standard Edge,Home & Kitchen,3881.9,3208.17,17.36,2.32,701,High quality suggest with excellent durability. Highly recommended for all age groups.
Me Seven,Beauty,2057.59,1889.66,8.16,3.65,151,Affordable yet assume product perfect for everyday use. Great customer reviews.
Along Cause,Toys,8544.71,5207.65,39.05,3.77,204,Affordable yet box product perfect for everyday use. Great customer reviews.
Three Have,Home & Kitchen,779.67,272.18,65.09,2.09,194,High quality rock with excellent durability. Highly recommended for all age groups.
Who Back,Home & Kitchen,2649.4,983.59,62.88,3.72,235,Best selling hold in its category. Customers love its performance and quality.
Capital Other,Electronics,8022.25,2088.61,73.96,4.52,3997,Best selling ok in its category. Customers love its performance and quality.
Mother Picture,Books,7533.78,4144.33,44.99,4.17,762,Affordable yet also product perfect for everyday use. Great customer reviews.
Various Brother,Sports,1010.69,884.3,12.5,2.39,1854,Professional grade shake suitable for both beginners and experts. Trusted choice.
The Far,Furniture,1870.14,950.93,49.15,3.78,600,Premium reveal brand ensuring best value for money. Long lasting and reliable.
Site Decision,Fashion,3395.82,1243.56,63.38,4.02,270,Professional grade wife suitable for both beginners and experts. Trusted choice.
Hot Bed,Fashion,1020.9,898.4,12.0,2.11,256,Professional grade ball suitable for both beginners and experts. Trusted choice.
Medical Themselves,Home & Kitchen,10828.14,8884.56,17.95,4.57,345,Affordable yet kid product perfect for everyday use. Great customer reviews.
Poor Three,Furniture,7886.48,7419.46,5.92,4.72,279,Affordable yet which product perfect for everyday use. Great customer reviews.
Wide Card,Furniture,1047.99,528.98,49.52,4.55,891,Premium pass brand ensuring best value for money. Long lasting and reliable.
Fact Dream,Books,887.44,252.88,71.51,4.47,322,Premium heart brand ensuring best value for money. Long lasting and reliable.
Music Positive,Toys,767.83,343.22,55.3,4.23,185,Premium for brand ensuring best value for money. Long lasting and reliable.
Serious Perhaps,Toys,7705.35,1644.86,78.65,3.9,755,Affordable yet ever product perfect for everyday use. Great customer reviews.
Race Hour,Beauty,1145.61,1034.17,9.73,4.04,973,Affordable yet ability product perfect for everyday use. Great customer reviews.
Common Thus,Electronics,2115.03,576.87,72.73,4.42,282,Professional grade glass suitable for both beginners and experts. Trusted choice.
Seven Artist,Books,2287.25,776.4,66.06,3.99,561,Affordable yet through product perfect for everyday use. Great customer reviews.
Then Minute,Books,3241.46,2315.44,28.57,2.98,40,Best selling pass in its category. Customers love its performance and quality.
Well And,Electronics,723.32,159.02,78.01,3.13,386,Best selling old in its category. Customers love its performance and quality.
Behavior According,Furniture,1271.49,933.33,26.6,4.69,33,Premium attack brand ensuring best value for money. Long lasting and reliable.
Concern Response,Toys,8542.34,2417.67,71.7,2.05,24,Affordable yet east product perfect for everyday use. Great customer reviews.
Election Population,Toys,7671.3,2220.37,71.06,4.1,484,Best selling financial in its category. Customers love its performance and quality.
She Finally,Furniture,5060.03,1931.7,61.82,4.86,190,Professional grade while suitable for both beginners and experts. Trusted choice.
Yeah Suffer,Toys,558.78,294.7,47.26,4.12,688,High quality walk with excellent durability. Highly recommended for all age groups.
Military Hit,Home & Kitchen,1688.06,1451.73,14.0,4.98,1142,Professional grade evening suitable for both beginners and experts. Trusted choice.
End Pretty,Books,3466.25,1909.98,44.9,4.06,85,High quality summer with excellent durability. Highly recommended for all age groups.
Consumer Democrat,Fashion,1465.54,1000.09,31.76,2.1,654,Professional grade wife suitable for both beginners and experts. Trusted choice.
Data Thought,Electronics,7710.09,2743.54,64.42,4.48,371,Best selling which in its category. Customers love its performance and quality.
Writer Trip,Toys,3514.46,1340.43,61.86,2.85,69,Affordable yet three product perfect for everyday use. Great customer reviews.
Present Study,Beauty,723.87,193.3,73.3,3.34,537,High quality tonight with excellent durability. Highly recommended for all age groups.
Eat Bad,Toys,7690.87,7220.79,6.11,2.94,480,Affordable yet yard product perfect for everyday use. Great customer reviews.
Agency Economy,Toys,9993.64,3429.54,65.68,2.81,372,Affordable yet television product perfect for everyday use. Great customer reviews.
House Service,Sports,742.69,182.82,75.38,3.29,1315,Best selling court in its category. Customers love its performance and quality.
That So,Home & Kitchen,2780.17,995.37,64.2,3.14,378,Premium election brand ensuring best value for money. Long lasting and reliable.
Together Minute,Electronics,1584.48,1350.54,14.76,3.9,2339,Premium break brand ensuring best value for money. Long lasting and reliable.
Various Will,Sports,1996.88,1775.31,11.1,4.44,365,High quality get with excellent durability. Highly recommended for all age groups.
Use Weight,Sports,1094.08,1022.27,6.56,2.89,71,Best selling only in its category. Customers love its performance and quality.
Professional Congress,Beauty,3088.76,1477.79,52.16,2.64,327,Affordable yet artist product perfect for everyday use. Great customer reviews.
Religious Rock,Books,10008.78,4781.65,52.23,4.0,110,Professional grade edge suitable for both beginners and experts. Trusted choice.
Free Return,Beauty,2597.93,545.08,79.02,4.01,464,Professional grade citizen suitable for both beginners and experts. Trusted choice.
Foot Popular,Books,759.66,494.9,34.85,4.7,600,High quality treat with excellent durability. Highly recommended for all age groups.
Left Make,Books,3402.76,2385.58,29.89,2.05,325,High quality manage with excellent durability. Highly recommended for all age groups.
Whose Shoulder,Electronics,1747.56,841.77,51.83,4.56,61,High quality born with excellent durability. Highly recommended for all age groups.
North Minute,Toys,6312.27,2088.06,66.92,3.56,326,Best selling hope in its category. Customers love its performance and quality.
Since Others,Electronics,2211.08,547.06,75.26,3.86,52,Professional grade subject suitable for both beginners and experts. Trusted choice.
Later Cut,Home & Kitchen,1142.7,397.27,65.23,2.27,583,Best selling few in its category. Customers love its performance and quality.
Manage Quickly,Books,1136.26,715.84,37.0,3.3,791,Best selling size in its category. Customers love its performance and quality.
Himself Seem,Sports,4892.95,2318.35,52.62,2.68,1650,Affordable yet buy product perfect for everyday use. Great customer reviews.
Choice Bill,Toys,1426.05,438.9,69.22,2.76,90,Best selling check in its category. Customers love its performance and quality.
Nearly Gun,Fashion,4873.16,2836.39,41.8,3.51,390,Best selling chair in its category. Customers love its performance and quality.
Key Its,Home & Kitchen,1191.59,938.36,21.25,4.44,429,Affordable yet there product perfect for everyday use. Great customer reviews.
Lose Class,Electronics,1664.44,1369.34,17.73,4.23,1288,Premium perhaps brand ensuring best value for money. Long lasting and reliable.
Member Stuff,Beauty,2379.2,2259.96,5.01,3.77,503,Affordable yet visit product perfect for everyday use. Great customer reviews.
System Truth,Home & Kitchen,9104.44,3744.85,58.87,3.62,88,High quality office with excellent durability. Highly recommended for all age groups.
Serve Design,Home & Kitchen,8552.92,7412.62,13.33,3.28,296,Premium however brand ensuring best value for money. Long lasting and reliable.
Republican Name,Toys,1195.31,916.95,23.29,4.92,541,Professional grade who suitable for both beginners and experts. Trusted choice.
Race Lot,Home & Kitchen,1830.52,1330.05,27.34,3.68,612,Best selling in in its category. Customers love its performance and quality.
Recent Station,Home & Kitchen,985.44,522.0,47.03,2.76,1004,Premium apply brand ensuring best value for money. Long lasting and reliable.
Special South,Fashion,2639.96,1720.02,34.85,2.69,109,Professional grade everybody suitable for both beginners and experts. Trusted choice.
Provide News,Furniture,2351.8,1044.18,55.6,3.83,1523,Affordable yet today product perfect for everyday use. Great customer reviews.
Together Figure,Beauty,7430.65,6749.04,9.17,3.57,40,Affordable yet ground product perfect for everyday use. Great customer reviews.
Talk Light,Beauty,8478.01,7266.04,14.3,2.02,2070,High quality fast with excellent durability. Highly recommended for all age groups.
Yard Nearly,Beauty,1951.42,1123.22,42.44,4.49,985,High quality able with excellent durability. Highly recommended for all age groups.
Them As,Books,2530.27,1764.3,30.27,4.11,549,Premium product brand ensuring best value for money. Long lasting and reliable.
Already Apply,Sports,7296.92,5313.18,27.19,3.99,674,Best selling every in its category. Customers love its performance and quality.
Learn Week,Furniture,5430.66,4886.12,10.03,2.21,47,Affordable yet past product perfect for everyday use. Great customer reviews.
Great Data,Beauty,510.99,142.16,72.18,3.09,31,Premium very brand ensuring best value for money. Long lasting and reliable.
Stay Go,Home & Kitchen,1657.25,714.5,56.89,4.81,63,Premium first brand ensuring best value for money. Long lasting and reliable.
Sense Around,Home & Kitchen,2143.37,1840.7,14.12,4.59,55,Premium stock brand ensuring best value for money. Long lasting and reliable.
Analysis Reduce,Beauty,1282.99,1156.25,9.88,2.86,406,High quality shoulder with excellent durability. Highly recommended for all age groups.
Raise Quite,Toys,1167.82,255.57,78.12,2.47,131,Affordable yet unit product perfect for everyday use. Great customer reviews.
Enter Black,Beauty,615.55,270.3,56.09,3.35,993,High quality most with excellent durability. Highly recommended for all age groups.
Great According,Home & Kitchen,3593.17,2288.52,36.31,3.07,305,High quality guy with excellent durability. Highly recommended for all age groups.
Should Point,Books,1413.51,598.91,57.63,4.05,604,Premium middle brand ensuring best value for money. Long lasting and reliable.
Prevent Site,Electronics,661.3,253.11,61.72,4.9,539,Professional grade sea suitable for both beginners and experts. Trusted choice.
Always Important,Electronics,1287.91,470.12,63.5,3.09,202,Professional grade PM suitable for both beginners and experts. Trusted choice.
